Listing_ID,Building_Name,Street_Address,Zip_Code,Unit_Type,Base_Rent_USD,Flat_Utility_Fee_USD,Mandatory_Tech_Fee_USD,Application_Fee_USD,Security_Deposit_Structure,Laundry_Facilities,Air_Conditioning,Flooring_Type,Pet_Policy,Special_Features
ZIL-324,Carlson Building,1513 Church St,60201,Studio,1376,89,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-325,605 Hinman,2139 Hinman Ave,60202,3 Bed,2846,308,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-326,605 Hinman,1876 Hinman Ave,60202,2 Bed,2235,207,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-327,605 Hinman,2025 Hinman Ave,60202,2 Bed,1852,194,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-328,Carlson Building,1481 Church St,60201,4 Bed,3674,343,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-329,917-925 Hinman Ave,820 Hinman Ave,60202,Studio,1296,91,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-330,The Orrington Flats,507 Orrington Ave,60201,1 Bed,1559,146,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-331,The Orrington Flats,1308 Orrington Ave,60201,Studio,1444,88,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-332,Sherman Avenue Residences,1704 Sherman Ave,60201,Studio,1282,81,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-333,Sherman Avenue Residences,1095 Sherman Ave,60201,1 Bed,1535,121,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-334,917-925 Hinman Ave,1802 Hinman Ave,60202,1 Bed,1512,119,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-335,Carlson Building,1889 Church St,60201,3 Bed,2746,285,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-336,Carlson Building,1242 Church St,60201,2 Bed,2134,194,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-337,605 Hinman,1898 Hinman Ave,60202,2 Bed,2051,198,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-338,The Orrington Flats,1863 Orrington Ave,60201,Studio,1447,88,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-339,The Orrington Flats,824 Orrington Ave,60201,2 Bed,1848,184,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-340,Sherman Avenue Residences,535 Sherman Ave,60201,1 Bed,1522,114,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-341,605 Hinman,1838 Hinman Ave,60202,3 Bed,2826,289,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-342,The Main Street Vintage,109 Main St,60202,2 Bed,1767,201,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-343,917-925 Hinman Ave,1082 Hinman Ave,60202,Studio,1316,91,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-344,The Orrington Flats,1090 Orrington Ave,60201,Studio,1303,90,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-345,The Orrington Flats,683 Orrington Ave,60201,1 Bed,1576,139,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-346,The Orrington Flats,323 Orrington Ave,60201,1 Bed,1633,114,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-347,Carlson Building,1068 Church St,60201,4 Bed,3807,350,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-348,The Main Street Vintage,246 Main St,60202,2 Bed,2183,208,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-349,Sherman Avenue Residences,1532 Sherman Ave,60201,2 Bed,1788,203,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-350,917-925 Hinman Ave,431 Hinman Ave,60202,Studio,1260,91,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-351,The Orrington Flats,1632 Orrington Ave,60201,Studio,1257,81,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-352,917-925 Hinman Ave,1869 Hinman Ave,60202,1 Bed,1582,128,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-353,917-925 Hinman Ave,1046 Hinman Ave,60202,2 Bed,1842,207,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-354,The Orrington Flats,1113 Orrington Ave,60201,Studio,1312,80,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-355,The Main Street Vintage,1867 Main St,60202,2 Bed,1734,191,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-356,Carlson Building,682 Church St,60201,3 Bed,2720,280,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-357,The Orrington Flats,1018 Orrington Ave,60201,Studio,1302,88,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-358,Carlson Building,707 Church St,60201,2 Bed,1880,181,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-359,605 Hinman,729 Hinman Ave,60202,2 Bed,1764,205,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-360,The Orrington Flats,323 Orrington Ave,60201,2 Bed,2107,188,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-361,The Orrington Flats,186 Orrington Ave,60201,Studio,1302,91,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-362,Sherman Avenue Residences,1636 Sherman Ave,60201,3 Bed,2742,288,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-363,Carlson Building,729 Church St,60201,3 Bed,2852,305,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-364,605 Hinman,746 Hinman Ave,60202,1 Bed,1506,111,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-365,Sherman Avenue Residences,1906 Sherman Ave,60201,Studio,1397,95,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-366,605 Hinman,1069 Hinman Ave,60202,1 Bed,1638,139,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-367,605 Hinman,1709 Hinman Ave,60202,1 Bed,1603,140,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-368,The Orrington Flats,1788 Orrington Ave,60201,1 Bed,1564,154,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-369,917-925 Hinman Ave,1826 Hinman Ave,60202,2 Bed,1822,199,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-370,Sherman Avenue Residences,1839 Sherman Ave,60201,3 Bed,2690,292,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-371,The Main Street Vintage,819 Main St,60202,1 Bed,1490,123,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-372,The Main Street Vintage,688 Main St,60202,1 Bed,1743,141,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-373,The Orrington Flats,608 Orrington Ave,60201,1 Bed,1525,160,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-374,605 Hinman,2109 Hinman Ave,60202,1 Bed,1711,145,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-375,917-925 Hinman Ave,575 Hinman Ave,60202,2 Bed,1785,207,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-376,Carlson Building,1853 Church St,60201,Studio,1398,93,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-377,The Main Street Vintage,1988 Main St,60202,2 Bed,1630,197,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-378,917-925 Hinman Ave,1799 Hinman Ave,60202,Studio,1234,84,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-379,917-925 Hinman Ave,1506 Hinman Ave,60202,2 Bed,2054,201,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-380,917-925 Hinman Ave,1893 Hinman Ave,60202,1 Bed,1503,120,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-381,The Orrington Flats,2120 Orrington Ave,60201,1 Bed,1666,161,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-382,The Orrington Flats,908 Orrington Ave,60201,2 Bed,2042,197,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-383,917-925 Hinman Ave,224 Hinman Ave,60202,2 Bed,1774,207,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-384,917-925 Hinman Ave,797 Hinman Ave,60202,2 Bed,1720,190,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-385,605 Hinman,1601 Hinman Ave,60202,1 Bed,1662,128,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-386,Sherman Avenue Residences,520 Sherman Ave,60201,1 Bed,1619,111,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-387,The Main Street Vintage,1637 Main St,60202,2 Bed,1757,192,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-388,Carlson Building,419 Church St,60201,Studio,1287,80,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-389,The Main Street Vintage,382 Main St,60202,2 Bed,1774,206,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-390,Sherman Avenue Residences,518 Sherman Ave,60201,1 Bed,1601,126,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-391,605 Hinman,443 Hinman Ave,60202,3 Bed,2995,285,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-392,Carlson Building,592 Church St,60201,Studio,1348,95,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-393,Carlson Building,812 Church St,60201,1 Bed,1678,137,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-394,The Orrington Flats,1915 Orrington Ave,60201,Studio,1410,80,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-395,917-925 Hinman Ave,233 Hinman Ave,60202,Studio,1220,94,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-396,The Orrington Flats,841 Orrington Ave,60201,Studio,1288,91,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-397,605 Hinman,725 Hinman Ave,60202,1 Bed,1703,131,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-398,917-925 Hinman Ave,142 Hinman Ave,60202,Studio,1264,89,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-399,Carlson Building,478 Church St,60201,1 Bed,1596,162,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-400,Sherman Avenue Residences,1677 Sherman Ave,60201,1 Bed,1738,113,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-401,The Orrington Flats,1073 Orrington Ave,60201,2 Bed,1884,184,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-402,605 Hinman,532 Hinman Ave,60202,2 Bed,1703,185,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-403,The Main Street Vintage,1381 Main St,60202,2 Bed,2131,204,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-404,The Orrington Flats,210 Orrington Ave,60201,Studio,1390,91,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-405,The Orrington Flats,1882 Orrington Ave,60201,1 Bed,1702,119,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-406,605 Hinman,1756 Hinman Ave,60202,3 Bed,2959,275,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-407,The Main Street Vintage,1796 Main St,60202,2 Bed,1969,189,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-408,The Main Street Vintage,178 Main St,60202,2 Bed,1683,202,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-409,The Orrington Flats,279 Orrington Ave,60201,1 Bed,1654,110,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-410,917-925 Hinman Ave,995 Hinman Ave,60202,Studio,1253,89,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-411,The Main Street Vintage,1621 Main St,60202,1 Bed,1677,122,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-412,605 Hinman,2095 Hinman Ave,60202,3 Bed,2900,293,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-413,Carlson Building,2008 Church St,60201,1 Bed,1627,161,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-414,917-925 Hinman Ave,1291 Hinman Ave,60202,2 Bed,1944,194,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-415,605 Hinman,2013 Hinman Ave,60202,1 Bed,1543,121,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-416,Sherman Avenue Residences,1214 Sherman Ave,60201,3 Bed,2968,291,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-417,Sherman Avenue Residences,1684 Sherman Ave,60201,Studio,1272,87,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-418,The Orrington Flats,1048 Orrington Ave,60201,1 Bed,1704,142,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-419,Carlson Building,1404 Church St,60201,4 Bed,3478,347,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-420,605 Hinman,1354 Hinman Ave,60202,3 Bed,2924,291,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-421,917-925 Hinman Ave,695 Hinman Ave,60202,2 Bed,1768,192,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-422,917-925 Hinman Ave,2020 Hinman Ave,60202,2 Bed,1903,207,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-423,The Main Street Vintage,1025 Main St,60202,2 Bed,2038,190,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-424,The Orrington Flats,273 Orrington Ave,60201,1 Bed,1618,154,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-425,The Orrington Flats,880 Orrington Ave,60201,1 Bed,1490,165,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-426,Carlson Building,1055 Church St,60201,2 Bed,1970,180,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-427,917-925 Hinman Ave,260 Hinman Ave,60202,Studio,1219,85,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-428,Carlson Building,1325 Church St,60201,1 Bed,1681,135,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-429,Sherman Avenue Residences,1323 Sherman Ave,60201,3 Bed,2938,305,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-430,The Orrington Flats,1719 Orrington Ave,60201,2 Bed,2026,182,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-431,605 Hinman,1977 Hinman Ave,60202,1 Bed,1726,112,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
